"Dataset","ROI","Analysis","p_value","R","SE","Empirical_p_value","Avg_R","pFDR"
"UNIBA2_RS","accumbens","allcov",0.637972674366555,-0.00685457899520037,1.00342143638414,0.6174,-0.000258318795898592,0.960442855120801
"UNIBA2_RS","amy","allcov",0.535961331749279,-0.00384457299181906,1.00192044244631,0.79,-2.5643168879479e-05,0.960442855120801
"UNIBA2_RS","caudate","allcov",0.743408430336644,-0.00985660170087033,1.00491621625928,0.4546,-8.71736718385751e-05,0.960442855120801
"UNIBA2_RS","hippo","allcov",0.292392493144123,0.00504707147585126,0.997473272085097,0.7168,0.000295290885905941,0.960442855120801
"UNIBA2_RS","latvent","allcov",0.457920013534628,-0.00135435708180043,1.00067694941065,0.9274,-3.03703081878357e-05,0.960442855120801
"UNIBA2_RS","pallidum","allcov",0.662445107381504,-0.00755396102250061,1.00376987453425,0.5736,-0.000240638090295769,0.960442855120801
"UNIBA2_RS","putamen","allcov",0.8403874982307,-0.0127299784049493,1.00634486057462,0.3188,0.000344224852547145,0.960442855120801
"UNIBA2_RS","thalamus","allcov",0.950087550517938,-0.0167727300699145,1.00835149133123,0.1672,-0.000201833609472416,0.994915181002469
