"Dataset","ROI","Analysis","p_value","R","SE","Empirical_p_value","Avg_R","pFDR"
"LIBD_RS","lContA_IPS_1","allcov",0.0520605337620131,0.0240896600933103,0.987881743887744,0.0488,-7.66307591289265e-05,0.284711900126404
"LIBD_RS","lContA_PFCl_1","allcov",0.0084492006127136,0.0419241351959033,0.978813498478692,0.0074,9.6813115772379e-05,0.188153221109689
"LIBD_RS","lContA_PFCl_2","allcov",0.310319195731843,0.00397722082405849,0.998009408360433,0.7588,-4.14795532890098e-06,0.614493456894739
"LIBD_RS","lContB_PFClv_1","allcov",0.0633955848145905,0.0220445622334561,0.988916294620806,0.0658,0.000284412953610431,0.297384643055018
"LIBD_RS","lContC_Cingp_1","allcov",0.41149913883072,0.00022916685969665,0.999885410004718,0.9828,-0.000193691084514441,0.691595191312135
"LIBD_RS","lContC_pCun_1","allcov",0.160884155607641,0.0118924719655599,0.99403597924544,0.3228,-3.69622143744391e-05,0.480251210769076
"LIBD_RS","lContC_pCun_2","allcov",0.52440946695027,-0.00328076019005086,1.00163903687409,0.8052,0.000156986718131505,0.789508136022701
"LIBD_RS","lDefaultA_pCunPCC_1","allcov",0.781715955052476,-0.0102952710199118,1.00513445419999,0.4024,-6.60223554091643e-05,0.951841285760936
"LIBD_RS","lDefaultA_PFCd_1","allcov",0.0308611733977599,0.0293916636717406,0.985194567752106,0.0314,6.06438240400322e-05,0.284711900126404
"LIBD_RS","lDefaultA_PFCm_1","allcov",0.0407247604826174,0.026600957258878,0.986609873628438,0.0426,6.28329466072004e-05,0.284711900126404
"LIBD_RS","lDefaultB_IPL_1","allcov",0.0425007329950712,0.0261672926432712,0.986829624280062,0.0434,0.000154606120688705,0.284711900126404
"LIBD_RS","lDefaultB_PFCd_1","allcov",0.0248704755006405,0.0315334089051922,0.984107001852343,0.0208,-0.000339778678166538,0.284711900126404
"LIBD_RS","lDefaultB_PFCl_1","allcov",0.228061488467984,0.00779802199543866,0.996093358076722,0.535,-1.39663547730831e-06,0.565176479200975
"LIBD_RS","lDefaultB_PFCv_1","allcov",0.0577816814893849,0.0230107973322963,0.988427641594317,0.0578,-7.82149755944175e-05,0.284711900126404
"LIBD_RS","lDefaultB_PFCv_2","allcov",0.0639376982568288,0.0219554976190262,0.988961325017806,0.0652,0.00027582784739846,0.297384643055018
