"","ROI","zval","ci.lb","ci.ub","pval","QE","QEp"
"67","rDefaultC_PHC_1",-3.24748270715072,-0.173197984719673,-0.0428224543135192,0.00116430739163829,3.1282758832035,0.680217065763932
"68","rDefaultC_Rsp_1",-2.68193180400476,-0.154359431654519,-0.0240079802223136,0.00731983798746488,0.741691894878078,0.980602416385116
"69","rDorsAttnA_ParOcc_1",-1.90701988665593,-0.20447262586577,0.00279949932015451,0.0565180123260627,6.12633823178795,0.294119086799583
"70","rDorsAttnA_SPL_1",-1.02734924168141,-0.191657361588706,0.0598338598798696,0.304256043285281,8.3662731873144,0.137171491717753
"71","rDorsAttnA_TempOcc_1",-2.09483768505001,-0.134789034980536,-0.00448344886319145,0.0361854238567859,1.72128326262491,0.886207596048854
"72","rDorsAttnB_FEF_1",-1.98283792802125,-0.131141278682448,-0.000760808750517428,0.0473855359378138,0.672059739204596,0.984466839570116
"73","rDorsAttnB_PostC_1",-1.59163601309993,-0.118114104042153,0.0122493322359561,0.111466513305688,0.695056065179977,0.983238907701024
"74","rDorsAttnB_PostC_2",0.641229170099328,-0.0437875439970976,0.0863705564276211,0.521373800192465,2.82660813867298,0.726696473598218
"75","rLimbicA_TempPole_1",-3.30270722149644,-0.175017704232657,-0.0446548586270173,0.000957563082782199,0.522545025247523,0.991274506673321
"76","rLimbicB_OFC_1",-3.13695507109086,-0.169459461354246,-0.0391319291848081,0.00170712284971811,0.42977359253214,0.994469711226125
"77","rSalVentAttnA_FrMed_1",-3.21154881936944,-0.171968412447434,-0.0416189740313868,0.00132021536932104,0.176774683814999,0.999343767710906
"78","rSalVentAttnA_Ins_1",-5.98336030050025,-0.264177468910395,-0.133809299108626,2.18580515757137e-09,1.72961378823018,0.88514800720239
"79","rSalVentAttnA_ParMed_1",-3.13719692094221,-0.16951396940965,-0.0391507020613521,0.00170571522617626,2.41334902943848,0.789484542348514
"80","rSalVentAttnA_ParOper_1",-3.06390493725514,-0.167063922504162,-0.0367104931765739,0.00218468318893361,2.47871862888284,0.779696621890407
"81","rSalVentAttnB_IPL_1",-0.539221874993744,-0.0830414683537778,0.0472075778112708,0.589733768153217,1.55348987886624,0.906815777591091
"82","rSalVentAttnB_PFCl_1",-3.68000284674396,-0.187586871131908,-0.0572089726833836,0.000233231349928009,3.5749075711434,0.612084704632922
"83","rSalVentAttnB_PFCmp_1",-4.42859399820532,-0.212461868325536,-0.0820982992287759,9.48493796656646e-06,0.459647247585656,0.993526440612237
"84","rSomMotA_1",-3.67191260909187,-0.187309724306121,-0.0569374380918833,0.000240742011454888,1.82495910647757,0.87279613396931
"85","rSomMotA_2",-2.2455669332201,-0.139861240317235,-0.0094981545545087,0.0247317604895619,0.437217737893019,0.994242228098838
"86","rSomMotA_3",-2.96180856835104,-0.163681316035739,-0.0333179232033253,0.00305837868899911,1.5983724350062,0.901446095440805
"87","rSomMotA_4",-2.47663385917058,-0.14754704710057,-0.0171827866786766,0.0132627881022366,2.39626668373425,0.792029955074589
"88","rSomMotB_Aud_1",-2.77712765782247,-0.157544421896847,-0.0271769237797932,0.00548416348017002,0.983186237914679,0.963910486540266
"89","rSomMotB_Cent_1",-3.24645718264796,-0.189714907267935,-0.0468780626734602,0.00116851023641879,4.59004351541087,0.46792705417183
"90","rSomMotB_S2_1",-3.22854933050105,-0.172537932864405,-0.042185319756176,0.00124419797920043,0.906972275246194,0.969714816220561
"91","rSomMotB_S2_2",-3.44917516074961,-0.179879201125792,-0.0495232438081108,0.000562301823179035,3.14647097344464,0.677416024852194
"92","rTempPar_1",-4.35491289006623,-0.210014377955333,-0.0796490121052827,1.3311984424689e-05,1.72595585636277,0.885613673823747
"93","rTempPar_2",-2.61708142161942,-0.213188080752574,-0.0306069948643022,0.00886851840364816,4.85007256444814,0.434450379781138
"94","rTempPar_3",-1.35037784219366,-0.110069371986887,0.0202688324565502,0.176894814607032,0.365028698959602,0.996238339136149
"95","rVisCent_ExStr_1",-3.14866192914611,-0.169866527221645,-0.039525303903108,0.00164019823631235,0.873757106570273,0.972092352629349
"96","rVisCent_ExStr_2",-2.90195668501164,-0.161682478301188,-0.0313258328766434,0.00370839811969433,0.830743524964513,0.975031121195104
"97","rVisCent_ExStr_3",-4.78476298234491,-0.224326368707112,-0.0939514534266927,1.71189222839596e-06,4.85157263865031,0.434261892566549
"98","rVisPeri_ExStrInf_1",-3.68481086056027,-0.187726657222787,-0.0573627376010402,0.000228872536036009,0.480172560513802,0.992831313349453
"99","rVisPeri_ExStrSup_1",-4.33583622262941,-0.209370487603541,-0.079011009340166,1.45207033164955e-05,3.17839488557382,0.672504452297037
"100","rVisPeri_StriCal_1",-3.38772513455306,-0.177849381849982,-0.0474833955946743,0.000704748519039428,0.776794758770581,0.978489775029316
