Dataset,ROI,Analysis,Cohens_d,p_value,pFDR,T_values,SE,N
UNIBA1_FE,rDorsAttnB_PostC_1,corrected,-0.131608099,0.019142542,0.033583406,-2.356056338,0.055859487,297
UNIBA1_FE,rDorsAttnB_PostC_2,standard,-0.051059328,0.334970466,0.341806598,-0.965745957,0.052870351,297
UNIBA1_FE,rDorsAttnB_PostC_2,corrected,-0.023967024,0.668573531,0.668573531,-0.428548165,0.055926092,297
UNIBA1_FE,rLimbicA_TempPole_1,standard,-0.146522014,0.005869641,0.014143713,-2.775376818,0.052793557,297
UNIBA1_FE,rLimbicA_TempPole_1,corrected,-0.133357513,0.017612778,0.032023233,-2.38745287,0.055857653,297
UNIBA1_FE,rLimbicB_OFC_1,standard,-0.181305399,0.000673124,0.002722628,-3.437227346,0.052747573,297
UNIBA1_FE,rLimbicB_OFC_1,corrected,-0.157582213,0.00509742,0.012586223,-2.822545709,0.055829818,297
UNIBA1_FE,rSalVentAttnA_FrMed_1,standard,-0.20496024,0.000124984,0.000999871,-3.888380164,0.052710957,297
UNIBA1_FE,rSalVentAttnA_FrMed_1,corrected,-0.18748449,0.000883167,0.003154166,-3.36058323,0.055789271,297
UNIBA1_FE,rSalVentAttnA_Ins_1,standard,-0.27583177,2.99E-07,1.49E-05,-5.246109823,0.052578345,297
UNIBA1_FE,rSalVentAttnA_Ins_1,corrected,-0.273394745,1.50E-06,5.01E-05,-4.9143221,0.05563224,297
UNIBA1_FE,rSalVentAttnA_ParMed_1,standard,-0.101947414,0.054648248,0.076016644,-1.92941395,0.052838539,297
UNIBA1_FE,rSalVentAttnA_ParMed_1,corrected,-0.080265443,0.152146354,0.166280168,-1.435806715,0.05590268,297
UNIBA1_FE,rSalVentAttnA_ParOper_1,standard,-0.222768521,3.15E-05,0.000378547,-4.228664539,0.052680585,297
UNIBA1_FE,rSalVentAttnA_ParOper_1,corrected,-0.226598346,6.18E-05,0.000536992,-4.066288276,0.05572609,297
UNIBA1_FE,rSalVentAttnB_IPL_1,standard,-0.081678274,0.123341176,0.140961344,-1.545364531,0.052853726,297
UNIBA1_FE,rSalVentAttnB_IPL_1,corrected,-0.085335085,0.12796552,0.143781483,-1.526584926,0.055899337,297
UNIBA1_FE,rSalVentAttnB_PFCl_1,standard,-0.101067645,0.056759755,0.077224156,-1.912737448,0.052839267,297
UNIBA1_FE,rSalVentAttnB_PFCl_1,corrected,-0.103931035,0.063948335,0.085264447,-1.859719144,0.055885339,297
UNIBA1_FE,rSalVentAttnB_PFCmp_1,standard,-0.186859165,0.00046029,0.002191856,-3.543068529,0.05273936,297
UNIBA1_FE,rSalVentAttnB_PFCmp_1,corrected,-0.189796563,0.000763396,0.002936138,-3.402234702,0.055785852,297
UNIBA1_FE,rSomMotA_1,standard,-0.141647711,0.007717881,0.016778002,-2.682760186,0.052799245,297
UNIBA1_FE,rSomMotA_1,corrected,-0.136460758,0.015162286,0.028078308,-2.443154083,0.05585434,297
UNIBA1_FE,rSomMotA_2,standard,-0.146056998,0.006026855,0.014349655,-2.766539754,0.052794108,297
UNIBA1_FE,rSomMotA_2,corrected,-0.109562272,0.050886812,0.071671566,-1.960650782,0.055880564,297
UNIBA1_FE,rSomMotA_3,standard,-0.101911989,0.054731983,0.076016644,-1.928742425,0.052838569,297
UNIBA1_FE,rSomMotA_3,corrected,-0.092487709,0.099080495,0.11742316,-1.654690192,0.055894275,297
UNIBA1_FE,rSomMotA_4,standard,-0.124854631,0.018738731,0.03346202,-2.363892072,0.052817399,297
UNIBA1_FE,rSomMotA_4,corrected,-0.084197197,0.133113551,0.147903946,-1.506208224,0.055900104,297
UNIBA1_FE,rSomMotB_Aud_1,standard,-0.172669648,0.001192998,0.004044061,-3.272746165,0.052759866,297
UNIBA1_FE,rSomMotB_Aud_1,corrected,-0.167653082,0.002903013,0.008063924,-3.003624656,0.055816922,297
UNIBA1_FE,rSomMotB_Cent_1,standard,-0.132021638,0.012970006,0.024942318,-2.499939892,0.052809925,297
UNIBA1_FE,rSomMotB_Cent_1,corrected,-0.147023669,0.008926396,0.018992332,-2.632827197,0.055842506,297
UNIBA1_FE,rSomMotB_S2_1,standard,-0.180548306,0.000708403,0.00277805,-3.422802838,0.052748673,297
UNIBA1_FE,rSomMotB_S2_1,corrected,-0.178119012,0.001570132,0.004906661,-3.19194254,0.0558027,297
UNIBA1_FE,rSomMotB_S2_2,standard,-0.232314838,1.45E-05,0.000289316,-4.411319956,0.052663339,297
UNIBA1_FE,rSomMotB_S2_2,corrected,-0.236302304,3.00E-05,0.000378547,-4.241750761,0.055708673,297
UNIBA1_FE,rTempPar_1,standard,-0.188172701,0.000420142,0.002049472,-3.568108362,0.052737384,297
UNIBA1_FE,rTempPar_1,corrected,-0.176699384,0.001709643,0.005180738,-3.166390343,0.055804675,297
UNIBA1_FE,rTempPar_2,standard,-0.195450735,0.000250994,0.001563051,-3.706900252,0.052726192,297
UNIBA1_FE,rTempPar_2,corrected,-0.182184525,0.001226698,0.004088992,-3.265134037,0.055796951,297
UNIBA1_FE,rTempPar_3,standard,-0.183265314,0.000589264,0.002507507,-3.474573186,0.052744698,297
UNIBA1_FE,rTempPar_3,corrected,-0.171812369,0.002282113,0.006614821,-3.078447586,0.055811367,297
UNIBA1_FE,rVisCent_ExStr_1,standard,-0.167545219,0.001657449,0.005099842,-3.175196021,0.05276689,297
UNIBA1_FE,rVisCent_ExStr_1,corrected,-0.158224345,0.004921782,0.012304454,-2.834087825,0.05582902,297
UNIBA1_FE,rVisCent_ExStr_2,standard,-0.096896408,0.067719419,0.087947297,-1.833678625,0.052842634,297
UNIBA1_FE,rVisCent_ExStr_2,corrected,-0.092667242,0.098428977,0.11742316,-1.657906119,0.055894143,297
UNIBA1_FE,rVisCent_ExStr_3,standard,-0.163285036,0.00216518,0.006463222,-3.094126857,0.052772573,297
UNIBA1_FE,rVisCent_ExStr_3,corrected,-0.15278731,0.006599379,0.015170985,-2.736373787,0.055835687,297
UNIBA1_FE,rVisPeri_ExStrInf_1,standard,-0.132632612,0.012560293,0.024628025,-2.511540397,0.052809269,297
UNIBA1_FE,rVisPeri_ExStrInf_1,corrected,-0.114151228,0.041973655,0.061725963,-2.042920526,0.05587649,297
UNIBA1_FE,rVisPeri_ExStrSup_1,standard,-0.1528561,0.004067892,0.010565953,-2.895775922,0.052785887,297
UNIBA1_FE,rVisPeri_ExStrSup_1,corrected,-0.131687249,0.019070889,0.033583406,-2.35747678,0.055859404,297
UNIBA1_FE,rVisPeri_StriCal_1,standard,-0.178703045,0.000801742,0.002967845,-3.387649609,0.052751337,297
UNIBA1_FE,rVisPeri_StriCal_1,corrected,-0.17129241,0.002352422,0.006721205,-3.069092579,0.05581207,297
