Dataset,ROI,Analysis,Cohens_d,p_value,pFDR,T_values,SE,N
UNIBA1_NB,lContA_IPS_1,standard,-0.166544456,0.000676747,0.001367165,-3.418611906,0.048716982,547
UNIBA1_NB,lContA_IPS_1,corrected,-0.125102079,0.016453365,0.020065079,-2.406265175,0.051990147,547
UNIBA1_NB,lContA_PFCl_1,standard,-0.171843383,0.000455634,0.000959229,-3.527175015,0.048719835,547
UNIBA1_NB,lContA_PFCl_1,corrected,-0.12674941,0.015095294,0.018640862,-2.437920783,0.051990783,547
UNIBA1_NB,lContA_PFCl_2,standard,-0.121942625,0.012567658,0.016112382,-2.504139404,0.04869642,547
UNIBA1_NB,lContA_PFCl_2,corrected,-0.092910397,0.07442897,0.077530178,-1.787447805,0.051979362,547
UNIBA1_NB,lContB_PFClv_1,standard,-0.176066069,0.000330001,0.000758622,-3.613674299,0.048722174,547
UNIBA1_NB,lContB_PFClv_1,corrected,-0.128945234,0.013439472,0.016904996,-2.480114589,0.051991644,547
UNIBA1_NB,lContC_Cingp_1,standard,-0.188042973,0.00012759,0.000359408,-3.858946957,0.04872909,547
UNIBA1_NB,lContC_Cingp_1,corrected,-0.159584173,0.002259057,0.00364364,-3.068621635,0.052005165,547
UNIBA1_NB,lContC_pCun_1,standard,-0.104322654,0.032590944,0.036825926,-2.142588109,0.048690018,547
UNIBA1_NB,lContC_pCun_1,corrected,-0.109595523,0.035473571,0.039857945,-2.10823223,0.051984559,547
UNIBA1_NB,lContC_pCun_2,standard,-0.158564125,0.001204364,0.002230303,-3.255078057,0.048712849,547
UNIBA1_NB,lContC_pCun_2,corrected,-0.131451508,0.011748042,0.015356918,-2.528271288,0.051992644,547
UNIBA1_NB,lDefaultA_pCunPCC_1,standard,-0.181755015,0.000211498,0.000545347,-3.730190337,0.0487254,547
UNIBA1_NB,lDefaultA_pCunPCC_1,corrected,-0.159229718,0.002310139,0.003677202,-3.061816008,0.052004992,547
UNIBA1_NB,lDefaultA_PFCd_1,standard,-0.147836992,0.002519234,0.003925903,-3.035193335,0.048707603,547
UNIBA1_NB,lDefaultA_PFCd_1,corrected,-0.124670665,0.016826359,0.020395586,-2.397974807,0.051989981,547
UNIBA1_NB,lDefaultA_PFCm_1,standard,-0.267797896,6.21E-08,1.03E-06,-5.489208047,0.048786254,547
UNIBA1_NB,lDefaultA_PFCm_1,corrected,-0.226371857,1.63E-05,7.59E-05,-4.349604763,0.052044236,547
UNIBA1_NB,lDefaultB_IPL_1,standard,-0.17708735,0.000304934,0.000717493,-3.634593638,0.048722737,547
UNIBA1_NB,lDefaultB_IPL_1,corrected,-0.148899753,0.004354324,0.006310614,-2.863449596,0.052000131,547
UNIBA1_NB,lDefaultB_PFCd_1,standard,-0.252863643,3.06E-07,3.40E-06,-5.184679254,0.048771318,547
UNIBA1_NB,lDefaultB_PFCd_1,corrected,-0.202967727,0.000107935,0.000322195,-3.901045362,0.052029061,547
UNIBA1_NB,lDefaultB_PFCl_1,standard,-0.093997882,0.054045437,0.057802607,-1.930667633,0.048686724,547
