Dataset,ROI,Analysis,Cohens_d,p_value,pFDR,T_values,SE,N
UNIBA2_FI,accumbens,standard,-0.0701,0.371829596,0.454277046,-0.895299035,0.078297862,184
UNIBA2_FI,accumbens,corrected,-0.0513,0.546339481,0.582762113,-0.604438507,0.084872157,184
UNIBA2_FI,amy,standard,-0.1755,0.026236392,0.059968896,-2.241283929,0.078303332,184
UNIBA2_FI,amy,corrected,-0.1405,0.099778608,0.199557215,-1.654746467,0.084907267,184
UNIBA2_FI,caudate,standard,0.0365,0.641291455,0.641291455,0.46668683,0.078210906,184
UNIBA2_FI,caudate,corrected,0.072,0.397492415,0.454277046,0.848199078,0.084885732,184
UNIBA2_FI,hippo,standard,-0.2262,0.005212283,0.016679306,-2.828360647,0.079975657,184
UNIBA2_FI,hippo,corrected,-0.2215,0.008437241,0.022499309,-2.664419435,0.083132557,184
UNIBA2_FI,latvent,standard,0.1105,0.160018657,0.232754411,1.410869573,0.078320493,184
UNIBA2_FI,latvent,corrected,0.1273,0.135479226,0.216766762,1.499797048,0.084878151,184
UNIBA2_FI,pallidum,standard,0.3045,0.000142103,0.002273653,3.888309616,0.078311665,184
UNIBA2_FI,pallidum,corrected,0.2599,0.002551836,0.013609793,3.061512752,0.084892673,184
UNIBA2_FI,putamen,standard,0.0699,0.373061322,0.454277046,0.892990322,0.078276324,184
UNIBA2_FI,putamen,corrected,0.1312,0.123955474,0.216766762,1.54585892,0.084871911,184
UNIBA2_FI,thalamus,standard,-0.2542,0.001397465,0.011179724,-3.245917204,0.078313766,184
UNIBA2_FI,thalamus,corrected,-0.2489,0.003830722,0.015322889,-2.931162786,0.084915106,184
