Dataset,ROI,Analysis,Cohens_d,p_value,pFDR,T_values,SE,N
UNIBA1_FI,lContA_IPS_1,standard,-0.129905539,0.044526167,0.06227436,-2.018310128,0.064363517,281
UNIBA1_FI,lContA_IPS_1,corrected,-0.091845101,0.173991576,0.18864825,-1.363070999,0.06738101,281
UNIBA1_FI,lContA_PFCl_1,standard,-0.201932731,0.001889521,0.006629897,-3.137319978,0.064364723,281
UNIBA1_FI,lContA_PFCl_1,corrected,-0.187700079,0.005719983,0.013951179,-2.78559693,0.067382354,281
UNIBA1_FI,lContA_PFCl_2,standard,-0.138126105,0.032742824,0.049989044,-2.146027295,0.064363629,281
UNIBA1_FI,lContA_PFCl_2,corrected,-0.141038184,0.037267607,0.054011025,-2.09312648,0.067381587,281
UNIBA1_FI,lContB_PFClv_1,standard,-0.100151392,0.120845495,0.138902867,-1.556035733,0.06436317,281
UNIBA1_FI,lContB_PFClv_1,corrected,-0.091535385,0.175442873,0.18864825,-1.358474577,0.067381007,281
UNIBA1_FI,lContC_Cingp_1,standard,-0.132119758,0.041043389,0.059055236,-2.052710964,0.064363547,281
UNIBA1_FI,lContC_Cingp_1,corrected,-0.141202591,0.037048542,0.054011025,-2.095566334,0.06738159,281
UNIBA1_FI,lContC_pCun_1,standard,-0.073300877,0.255745777,0.269206081,-1.13886789,0.064362932,281
UNIBA1_FI,lContC_pCun_1,corrected,-0.070954476,0.293262301,0.302332269,-1.053036414,0.067380838,281
UNIBA1_FI,lContC_pCun_2,standard,-0.124364089,0.054356123,0.07345422,-1.932216128,0.064363446,281
UNIBA1_FI,lContC_pCun_2,corrected,-0.125963375,0.062644303,0.081356237,-1.869409113,0.067381385,281
UNIBA1_FI,lDefaultA_pCunPCC_1,standard,-0.130190742,0.044063951,0.062061903,-2.022741129,0.064363521,281
UNIBA1_FI,lDefaultA_pCunPCC_1,corrected,-0.110180751,0.103171136,0.123558247,-1.635185425,0.067381197,281
UNIBA1_FI,lDefaultA_PFCd_1,standard,-0.193089399,0.002946982,0.008541977,-2.999934092,0.064364547,281
UNIBA1_FI,lDefaultA_PFCd_1,corrected,-0.162921418,0.01627111,0.029855248,-2.417880296,0.067381921,281
UNIBA1_FI,lDefaultA_PFCm_1,standard,-0.267492002,4.33E-05,0.001051361,-4.155780358,0.064366251,281
UNIBA1_FI,lDefaultA_PFCm_1,corrected,-0.269312169,8.29E-05,0.001183747,-3.996666721,0.067384195,281
UNIBA1_FI,lDefaultB_IPL_1,standard,-0.135567043,0.036083866,0.053986286,-2.10626901,0.064363594,281
UNIBA1_FI,lDefaultB_IPL_1,corrected,-0.103533396,0.125574136,0.142697882,-1.536534086,0.067381125,281
UNIBA1_FI,lDefaultB_PFCd_1,standard,-0.206862434,0.001464864,0.005527787,-3.213905041,0.064364825,281
UNIBA1_FI,lDefaultB_PFCd_1,corrected,-0.197891091,0.003600696,0.009666719,-2.936829936,0.06738255,281
UNIBA1_FI,lDefaultB_PFCl_1,standard,-0.059789038,0.353733326,0.360952373,-0.92893722,0.06436284,281
UNIBA1_FI,lDefaultB_PFCl_1,corrected,-0.04299993,0.523905738,0.523905738,-0.638164117,0.067380677,281
UNIBA1_FI,lDefaultB_PFCv_1,standard,-0.293146516,7.89E-06,0.000315775,-4.554427209,0.064365178,281
UNIBA1_FI,lDefaultB_PFCv_1,corrected,-0.275341159,5.78E-05,0.001051361,-4.086129021,0.067384353,281
UNIBA1_FI,lDefaultB_PFCv_2,standard,-0.246354044,0.000160246,0.0016868,-3.827411119,0.064365713,281
UNIBA1_FI,lDefaultB_PFCv_2,corrected,-0.228471731,0.000801158,0.003726318,-3.390633738,0.067383194,281
UNIBA1_FI,lDefaultB_Temp_1,standard,-0.160739859,0.013094996,0.025239867,-2.497357692,0.064363971,281
UNIBA1_FI,lDefaultB_Temp_1,corrected,-0.14648855,0.03056976,0.047377545,-2.174011997,0.067381666,281
UNIBA1_FI,lDefaultB_Temp_2,standard,-0.213797048,0.001015588,0.00404305,-3.321636777,0.064364969,281
UNIBA1_FI,lDefaultB_Temp_2,corrected,-0.208512717,0.002178103,0.007163835,-3.094451806,0.067382764,281
UNIBA1_FI,lDefaultC_PHC_1,standard,-0.215260329,0.0009389,0.00399532,-3.34436933,0.064364999,281
UNIBA1_FI,lDefaultC_PHC_1,corrected,-0.199439238,0.003350624,0.009179791,-2.959804082,0.067382581,281
UNIBA1_FI,lDefaultC_Rsp_1,standard,-0.090215298,0.162139635,0.177201787,-1.401662377,0.064363073,281
UNIBA1_FI,lDefaultC_Rsp_1,corrected,-0.079371644,0.239848079,0.253807491,-1.1779546,0.067380902,281
UNIBA1_FI,lDorsAttnA_ParOcc_1,standard,-0.109828167,0.08906229,0.109953445,-1.706379467,0.064363273,281
UNIBA1_FI,lDorsAttnA_ParOcc_1,corrected,-0.097447918,0.149270734,0.166782943,-1.44622113,0.067381064,281
UNIBA1_FI,lDorsAttnA_SPL_1,standard,-0.244156268,0.000182705,0.001740049,-3.793269362,0.064365655,281
UNIBA1_FI,lDorsAttnA_SPL_1,corrected,-0.251715877,0.000228362,0.00178122,-3.735558291,0.067383737,281
UNIBA1_FI,lDorsAttnA_TempOcc_1,standard,-0.195237531,0.00264921,0.00790809,-3.033306595,0.064364589,281
UNIBA1_FI,lDorsAttnA_TempOcc_1,corrected,-0.170274644,0.012073393,0.023673319,-2.527003254,0.067382044,281
UNIBA1_FI,lDorsAttnB_FEF_1,standard,-0.106258582,0.09989218,0.12108143,-1.650920497,0.064363234,281
UNIBA1_FI,lDorsAttnB_FEF_1,corrected,-0.096446289,0.153480355,0.169591553,-1.431356202,0.067381054,281
UNIBA1_FI,lDorsAttnB_PostC_1,standard,-0.12224419,0.058570151,0.078093534,-1.899280529,0.06436342,281
UNIBA1_FI,lDorsAttnB_PostC_1,corrected,-0.090587131,0.17994276,0.19245215,-1.344401736,0.067380998,281
UNIBA1_FI,lDorsAttnB_PostC_2,standard,-0.174606834,0.007091161,0.015935194,-2.712794062,0.064364205,281
UNIBA1_FI,lDorsAttnB_PostC_2,corrected,-0.133306779,0.048897379,0.06744466,-1.978388979,0.067381481,281
UNIBA1_FI,lDorsAttnB_PostC_3,standard,-0.17898143,0.005796511,0.013967497,-2.780756989,0.064364283,281
UNIBA1_FI,lDorsAttnB_PostC_3,corrected,-0.188241782,0.00558366,0.013786816,-2.793635766,0.067382364,281
UNIBA1_FI,lLimbicA_TempPole_1,standard,-0.149023789,0.021328008,0.035133455,-2.315335906,0.064363788,281
UNIBA1_FI,lLimbicA_TempPole_1,corrected,-0.1277577,0.059018698,0.078170461,-1.89603786,0.067381408,281
UNIBA1_FI,lLimbicA_TempPole_2,standard,-0.144709365,0.025345903,0.040553445,-2.248306308,0.064363723,281
UNIBA1_FI,lLimbicA_TempPole_2,corrected,-0.116997381,0.083638667,0.104548333,-1.736348572,0.067381275,281
UNIBA1_FI,lLimbicB_OFC_1,standard,-0.227661795,0.000474512,0.002711499,-3.537028522,0.06436527,281
UNIBA1_FI,lLimbicB_OFC_1,corrected,-0.22357213,0.001030978,0.00404305,-3.317926427,0.067383088,281
UNIBA1_FI,lSalVentAttnA_FrMed_1,standard,-0.240543038,0.000226213,0.00178122,-3.737138528,0.064365566,281
UNIBA1_FI,lSalVentAttnA_FrMed_1,corrected,-0.239189581,0.00045455,0.002673824,-3.549678876,0.067383442,281
UNIBA1_FI,lSalVentAttnA_Ins_1,standard,-0.240448501,0.000227473,0.00178122,-3.735669974,0.064365563,281
UNIBA1_FI,lSalVentAttnA_Ins_1,corrected,-0.205074795,0.002568737,0.007890024,-3.043434238,0.067382693,281
UNIBA1_FI,lSalVentAttnA_Ins_2,standard,-0.360876536,5.01E-08,1.00E-05,-5.606311534,0.06436969,281
UNIBA1_FI,lSalVentAttnA_Ins_2,corrected,-0.360294467,1.90E-07,1.90E-05,-5.347139853,0.067380782,281
UNIBA1_FI,lSalVentAttnA_ParMed_1,standard,-0.174278177,0.00719825,0.015990234,-2.707688096,0.0643642,281
UNIBA1_FI,lSalVentAttnA_ParMed_1,corrected,-0.156026775,0.021329049,0.035133455,-2.315562218,0.067381811,281
UNIBA1_FI,lSalVentAttnA_ParOper_1,standard,-0.214013652,0.00100388,0.00404305,-3.325001771,0.064364974,281
UNIBA1_FI,lSalVentAttnA_ParOper_1,corrected,-0.212846006,0.001763782,0.00629922,-3.158756061,0.067382856,281
UNIBA1_FI,lSalVentAttnB_PFCl_1,standard,-0.150359909,0.020202427,0.03395366,-2.336094059,0.064363808,281
UNIBA1_FI,lSalVentAttnB_PFCl_1,corrected,-0.147944395,0.028967151,0.045261174,-2.195617253,0.067381687,281
UNIBA1_FI,lSalVentAttnB_PFCmp_1,standard,-0.253452797,0.00010424,0.00138986,-3.937686931,0.064365909,281
UNIBA1_FI,lSalVentAttnB_PFCmp_1,corrected,-0.251467877,0.000231559,0.00178122,-3.731877203,0.067383749,281
UNIBA1_FI,lSomMotA_1,standard,-0.216529594,0.000876785,0.003972209,-3.364087537,0.06436503,281
UNIBA1_FI,lSomMotA_1,corrected,-0.192924338,0.004522589,0.011596382,-2.863124265,0.067382454,281
UNIBA1_FI,lSomMotA_2,standard,-0.125287321,0.052602024,0.071641396,-1.946559829,0.064363458,281
UNIBA1_FI,lSomMotA_2,corrected,-0.10319653,0.126803772,0.143281098,-1.531534749,0.067381122,281
UNIBA1_FI,lSomMotB_Aud_1,standard,-0.190858839,0.003288419,0.009134498,-2.965281014,0.064364503,281
UNIBA1_FI,lSomMotB_Aud_1,corrected,-0.197745803,0.00362502,0.009666719,-2.934673863,0.067382548,281
UNIBA1_FI,lSomMotB_Cent_1,standard,-0.118573003,0.066512158,0.085822139,-1.842243414,0.064363375,281
UNIBA1_FI,lSomMotB_Cent_1,corrected,-0.136623412,0.043578586,0.061813598,-2.027609368,0.067381525,281
UNIBA1_FI,lSomMotB_S2_1,standard,-0.23016906,0.000411841,0.002607191,-3.575978806,0.064365331,281
UNIBA1_FI,lSomMotB_S2_1,corrected,-0.235944133,0.000540827,0.002923388,-3.501518744,0.06738337,281
UNIBA1_FI,lSomMotB_S2_2,standard,-0.252160954,0.000112806,0.001410073,-3.917619491,0.064365862,281
UNIBA1_FI,lSomMotB_S2_2,corrected,-0.245622157,0.000320311,0.002209043,-3.645132994,0.067383593,281
UNIBA1_FI,lTempPar_1,standard,-0.19907626,0.00218497,0.007163835,-3.092943268,0.064364666,281
UNIBA1_FI,lTempPar_1,corrected,-0.201406642,0.003055792,0.008730834,-2.988999863,0.06738262,281
UNIBA1_FI,lVisCent_ExStr_1,standard,-0.224246523,0.000574356,0.003022926,-3.483971632,0.064365198,281
UNIBA1_FI,lVisCent_ExStr_1,corrected,-0.209330547,0.002093621,0.00709702,-3.106588088,0.067382782,281
UNIBA1_FI,lVisCent_ExStr_2,standard,-0.15758724,0.014972752,0.028035011,-2.44837851,0.064363921,281
UNIBA1_FI,lVisCent_ExStr_2,corrected,-0.148852805,0.028004446,0.044451502,-2.209098362,0.067381701,281
UNIBA1_FI,lVisCent_ExStr_3,standard,-0.165781122,0.010525014,0.021307818,-2.575678656,0.064364055,281
UNIBA1_FI,lVisCent_ExStr_3,corrected,-0.155902774,0.021431408,0.035133455,-2.313722005,0.067381809,281
UNIBA1_FI,lVisCent_Striate_1,standard,-0.128424247,0.046993513,0.065268768,-1.995296249,0.064363498,281
UNIBA1_FI,lVisCent_Striate_1,corrected,-0.109180521,0.106321965,0.126573768,-1.620341339,0.067381186,281
UNIBA1_FI,lVisPeri_ExStrInf_1,standard,-0.248937696,0.000137184,0.001613931,-3.8675478,0.064365771,281
UNIBA1_FI,lVisPeri_ExStrInf_1,corrected,-0.22605146,0.000907944,0.003972209,-3.354718153,0.067383145,281
UNIBA1_FI,lVisPeri_ExStrSup_1,standard,-0.112252112,0.082265587,0.103478726,-1.74403909,0.0643633,281
UNIBA1_FI,lVisPeri_ExStrSup_1,corrected,-0.115636039,0.08727821,0.108420136,-1.71614542,0.067381259,281
UNIBA1_FI,lVisPeri_StriCal_1,standard,-0.15138847,0.019371782,0.033114158,-2.352073914,0.064363823,281
UNIBA1_FI,lVisPeri_StriCal_1,corrected,-0.146288897,0.030795404,0.047377545,-2.171049069,0.067381663,281
UNIBA1_FI,rContA_IPS_1,standard,-0.135614686,0.036019091,0.053986286,-2.107009199,0.064363595,281
UNIBA1_FI,rContA_IPS_1,corrected,-0.105832437,0.117429965,0.13654647,-1.570653468,0.06738115,281
UNIBA1_FI,rContA_PFCl_1,standard,-0.203432932,0.001749569,0.00629922,-3.160626384,0.064364752,281
UNIBA1_FI,rContA_PFCl_1,corrected,-0.194882859,0.004136029,0.010884287,-2.892188382,0.067382491,281
UNIBA1_FI,rContA_PFCl_2,standard,-0.237350598,0.000272625,0.001947321,-3.687543851,0.064365498,281
UNIBA1_FI,rContA_PFCl_2,corrected,-0.233825827,0.000605173,0.003103453,-3.470084958,0.067383315,281
UNIBA1_FI,rContB_IPL_1,standard,-0.092672072,0.151048085,0.167831205,-1.43983242,0.064363096,281
